SEGEMENT,SUB_SEGMENT,PARTICULARS,ROW_TYPE,PERIOD,METRIC,VALUE,SN
OTHER INCOME,,SCT HUB - ATM Monitoring,LINE,BHADRA_2082,ACTUAL,0.0,
OTHER INCOME,,Cardless Withdrawal,LINE,BHADRA_2082,ACTUAL,0.0,
OTHER INCOME,,SMS Gateway Maintenance Charge,LINE,BHADRA_2082,ACTUAL,0.0,
OTHER INCOME,,Other Income,LINE,BHADRA_2082,ACTUAL,325945.0,
OTHER INCOME,,Subtotal (D),LINE,BHADRA_2082,ACTUAL,387945.0,
CARD SEGMENT,I. SCT UPI CARD,Card Sales,LINE,BHADRA_2082,VARIANCE,811400.0,
CARD SEGMENT,I. SCT UPI CARD,Free Card Incentive (New Deal),LINE,BHADRA_2082,VARIANCE,1227200.0,
CARD SEGMENT,I. SCT UPI CARD,One Time Joining Fee,LINE,BHADRA_2082,VARIANCE,175000.0,
CARD SEGMENT,I. SCT UPI CARD,Card Personalization Fee,LINE,BHADRA_2082,VARIANCE,-119590.0,
CARD SEGMENT,I. SCT UPI CARD,Subscription Fee,LINE,BHADRA_2082,VARIANCE,528717.4806126639,
CARD SEGMENT,I. SCT UPI CARD,ATM Management Fee,LINE,BHADRA_2082,VARIANCE,-28484.484333333356,
CARD SEGMENT,I. SCT UPI CARD,Card renewal fee,LINE,BHADRA_2082,VARIANCE,12666.666666666628,
CARD SEGMENT,I. SCT UPI CARD,Transaction Revenue (Issuing and Acquiring),LINE,BHADRA_2082,VARIANCE,187904.93102123903,
CARD SEGMENT,I. SCT UPI CARD,Incentive from UPI,LINE,BHADRA_2082,VARIANCE,-438400.0,
CARD SEGMENT,I. SCT UPI CARD,Subtotal - UPI Card,LINE,BHADRA_2082,VARIANCE,2356414.593967236,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Global),LINE,BHADRA_2082,VARIANCE,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Prabhu),LINE,BHADRA_2082,VARIANCE,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Commercial Bank 1),LINE,BHADRA_2082,VARIANCE,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - IME PAY),LINE,BHADRA_2082,VARIANCE,0.0,
CARD SEGMENT,II. VISA CARD,Subtotal - VISA Card,LINE,BHADRA_2082,VARIANCE,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Net Revenue from Pulse Acquiring,LINE,BHADRA_2082,VARIANCE,28067.901356932154,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Net Revenue from Mastercard Acquiring,LINE,BHADRA_2082,VARIANCE,376865.4370353982,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Visa Acquiring Fees (From SCT Network Membes) - Module Fee,LINE,BHADRA_2082,VARIANCE,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Visa Acquiring Fees (From SCT Network Membes) - Transaction Fee,LINE,BHADRA_2082,VARIANCE,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Subtotal - Other Scheme Acquiring,LINE,BHADRA_2082,VARIANCE,404933.33839233033,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Subtotal (A),LINE,BHADRA_2082,VARIANCE,2761347.9323595664,
QR SEGMENT,,Revenue from P2P Fund Transfer,LINE,BHADRA_2082,VARIANCE,-22554.89712,B.
QR SEGMENT,,Subtotal (B),LINE,BHADRA_2082,VARIANCE,-22554.89712,
SMARTBANKING SEGMENT,,Gross Revenue from SmartBanking,LINE,BHADRA_2082,VARIANCE,0.0,C
SMARTBANKING SEGMENT,,Subtotal (C),LINE,BHADRA_2082,VARIANCE,0.0,
SMARTPAY SEGMENT,,Gross Revenue from IBFT Project,LINE,BHADRA_2082,VARIANCE,0.0,D
SMARTPAY SEGMENT,,Subtotal (D),LINE,BHADRA_2082,VARIANCE,0.0,
OTHER INCOME,,Interest Income,LINE,BHADRA_2082,VARIANCE,0.0,E.
OTHER INCOME,,Revenue from DMS User Fee,LINE,BHADRA_2082,VARIANCE,34000.0,
OTHER INCOME,,PIN Change from POS/Cash Advance POS,LINE,BHADRA_2082,VARIANCE,0.0,
OTHER INCOME,,API Suite,LINE,BHADRA_2082,VARIANCE,-120000.0,
OTHER INCOME,,Merchant POS (VISA and UPI),LINE,BHADRA_2082,VARIANCE,8000.0,
OTHER INCOME,,ACS Services,LINE,BHADRA_2082,VARIANCE,0.0,
OTHER INCOME,,SCT HUB - Real Time Processing (Powered by API),LINE,BHADRA_2082,VARIANCE,0.0,
OTHER INCOME,,SCT HUB - ATM Monitoring,LINE,BHADRA_2082,VARIANCE,0.0,
OTHER INCOME,,Cardless Withdrawal,LINE,BHADRA_2082,VARIANCE,0.0,
OTHER INCOME,,SMS Gateway Maintenance Charge,LINE,BHADRA_2082,VARIANCE,0.0,
OTHER INCOME,,Other Income,LINE,BHADRA_2082,VARIANCE,275945.0,
OTHER INCOME,,Subtotal (D),LINE,BHADRA_2082,VARIANCE,197945.0,
CARD SEGMENT,I. SCT UPI CARD,Card Sales,LINE,BHADRA_2082,PCT_OF_ACHIEVEMENT,2.6778329197684037,
CARD SEGMENT,I. SCT UPI CARD,Free Card Incentive (New Deal),LINE,BHADRA_2082,PCT_OF_ACHIEVEMENT,2.3333333333333335,
CARD SEGMENT,I. SCT UPI CARD,One Time Joining Fee,LINE,BHADRA_2082,PCT_OF_ACHIEVEMENT,0.0,
CARD SEGMENT,I. SCT UPI CARD,Card Personalization Fee,LINE,BHADRA_2082,PCT_OF_ACHIEVEMENT,0.3166285714285714,
CARD SEGMENT,I. SCT UPI CARD,Subscription Fee,LINE,BHADRA_2082,PCT_OF_ACHIEVEMENT,1.6344609767351967,
CARD SEGMENT,I. SCT UPI CARD,ATM Management Fee,LINE,BHADRA_2082,PCT_OF_ACHIEVEMENT,0.8628253000469361,
CARD SEGMENT,I. SCT UPI CARD,Card renewal fee,LINE,BHADRA_2082,PCT_OF_ACHIEVEMENT,1.0151999999999999,
CARD SEGMENT,I. SCT UPI CARD,Transaction Revenue (Issuing and Acquiring),LINE,BHADRA_2082,PCT_OF_ACHIEVEMENT,1.3276035059814073,
CARD SEGMENT,I. SCT UPI CARD,Incentive from UPI,LINE,BHADRA_2082,PCT_OF_ACHIEVEMENT,0.0,
CARD SEGMENT,I. SCT UPI CARD,Subtotal - UPI Card,LINE,BHADRA_2082,PCT_OF_ACHIEVEMENT,1.5277179107335297,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Global),LINE,BHADRA_2082,PCT_OF_ACHIEVEMENT,1.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Prabhu),LINE,BHADRA_2082,PCT_OF_ACHIEVEMENT,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Commercial Bank 1),LINE,BHADRA_2082,PCT_OF_ACHIEVEMENT,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - IME PAY),LINE,BHADRA_2082,PCT_OF_ACHIEVEMENT,0.0,
CARD SEGMENT,II. VISA CARD,Subtotal - VISA Card,LINE,BHADRA_2082,PCT_OF_ACHIEVEMENT,1.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Net Revenue from Pulse Acquiring,LINE,BHADRA_2082,PCT_OF_ACHIEVEMENT,1.130891680713011,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Net Revenue from Mastercard Acquiring,LINE,BHADRA_2082,PCT_OF_ACHIEVEMENT,16.384420972851558,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Visa Acquiring Fees (From SCT Network Membes) - Module Fee,LINE,BHADRA_2082,PCT_OF_ACHIEVEMENT,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Visa Acquiring Fees (From SCT Network Membes) - Transaction Fee,LINE,BHADRA_2082,PCT_OF_ACHIEVEMENT,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Subtotal - Other Scheme Acquiring,LINE,BHADRA_2082,PCT_OF_ACHIEVEMENT,2.69475925002349,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Subtotal (A),LINE,BHADRA_2082,PCT_OF_ACHIEVEMENT,1.4068249453086026,
QR SEGMENT,,Revenue from P2P Fund Transfer,LINE,BHADRA_2082,PCT_OF_ACHIEVEMENT,0.156290086410055,B.
QR SEGMENT,,Subtotal (B),LINE,BHADRA_2082,PCT_OF_ACHIEVEMENT,0.156290086410055,
SMARTBANKING SEGMENT,,Gross Revenue from SmartBanking,LINE,BHADRA_2082,PCT_OF_ACHIEVEMENT,0.0,C
SMARTBANKING SEGMENT,,Subtotal (C),LINE,BHADRA_2082,PCT_OF_ACHIEVEMENT,0.0,
SMARTPAY SEGMENT,,Gross Revenue from IBFT Project,LINE,BHADRA_2082,PCT_OF_ACHIEVEMENT,0.0,D
SMARTPAY SEGMENT,,Subtotal (D),LINE,BHADRA_2082,PCT_OF_ACHIEVEMENT,0.0,
OTHER INCOME,,Interest Income,LINE,BHADRA_2082,PCT_OF_ACHIEVEMENT,0.0,E.
OTHER INCOME,,Revenue from DMS User Fee,LINE,BHADRA_2082,PCT_OF_ACHIEVEMENT,2.7,
OTHER INCOME,,PIN Change from POS/Cash Advance POS,LINE,BHADRA_2082,PCT_OF_ACHIEVEMENT,0.0,
OTHER INCOME,,API Suite,LINE,BHADRA_2082,PCT_OF_ACHIEVEMENT,0.0,
OTHER INCOME,,Merchant POS (VISA and UPI),LINE,BHADRA_2082,PCT_OF_ACHIEVEMENT,0.0,
OTHER INCOME,,ACS Services,LINE,BHADRA_2082,PCT_OF_ACHIEVEMENT,0.0,
OTHER INCOME,,SCT HUB - Real Time Processing (Powered by API),LINE,BHADRA_2082,PCT_OF_ACHIEVEMENT,0.0,
OTHER INCOME,,SCT HUB - ATM Monitoring,LINE,BHADRA_2082,PCT_OF_ACHIEVEMENT,0.0,
OTHER INCOME,,Cardless Withdrawal,LINE,BHADRA_2082,PCT_OF_ACHIEVEMENT,0.0,
OTHER INCOME,,SMS Gateway Maintenance Charge,LINE,BHADRA_2082,PCT_OF_ACHIEVEMENT,0.0,
OTHER INCOME,,Other Income,LINE,BHADRA_2082,PCT_OF_ACHIEVEMENT,6.5189,
OTHER INCOME,,Subtotal (D),LINE,BHADRA_2082,PCT_OF_ACHIEVEMENT,2.0418157894736844,
CARD SEGMENT,I. SCT UPI CARD,Card Sales,LINE,ASHWIN_2082,BUDGET,241800.0,
CARD SEGMENT,I. SCT UPI CARD,Free Card Incentive (New Deal),LINE,ASHWIN_2082,BUDGET,460200.0,
CARD SEGMENT,I. SCT UPI CARD,One Time Joining Fee,LINE,ASHWIN_2082,BUDGET,0.0,
CARD SEGMENT,I. SCT UPI CARD,Card Personalization Fee,LINE,ASHWIN_2082,BUDGET,175000.0,
CARD SEGMENT,I. SCT UPI CARD,Subscription Fee,LINE,ASHWIN_2082,BUDGET,833333.3333333334,
CARD SEGMENT,I. SCT UPI CARD,ATM Management Fee,LINE,ASHWIN_2082,BUDGET,207651.15099999998,
CARD SEGMENT,I. SCT UPI CARD,Card renewal fee,LINE,ASHWIN_2082,BUDGET,833333.3333333334,
CARD SEGMENT,I. SCT UPI CARD,Transaction Revenue (Issuing and Acquiring),LINE,ASHWIN_2082,BUDGET,585045.7218627611,
CARD SEGMENT,I. SCT UPI CARD,Incentive from UPI,LINE,ASHWIN_2082,BUDGET,219200.0,
CARD SEGMENT,I. SCT UPI CARD,Subtotal - UPI Card,LINE,ASHWIN_2082,BUDGET,3555563.539529428,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Global),LINE,ASHWIN_2082,BUDGET,2083333.3333333333,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Prabhu),LINE,ASHWIN_2082,BUDGET,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Commercial Bank 1),LINE,ASHWIN_2082,BUDGET,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - IME PAY),LINE,ASHWIN_2082,BUDGET,0.0,
CARD SEGMENT,II. VISA CARD,Subtotal - VISA Card,LINE,ASHWIN_2082,BUDGET,2083333.3333333333,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Net Revenue from Pulse Acquiring,LINE,ASHWIN_2082,BUDGET,214436.09864306785,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Net Revenue from Mastercard Acquiring,LINE,ASHWIN_2082,BUDGET,24496.562964601773,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Visa Acquiring Fees (From SCT Network Membes) - Module Fee,LINE,ASHWIN_2082,BUDGET,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Visa Acquiring Fees (From SCT Network Membes) - Transaction Fee,LINE,ASHWIN_2082,BUDGET,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Subtotal - Other Scheme Acquiring,LINE,ASHWIN_2082,BUDGET,238932.6616076696,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Subtotal (A),LINE,ASHWIN_2082,BUDGET,5877829.534470431,
QR SEGMENT,,Revenue from P2P Fund Transfer,LINE,ASHWIN_2082,BUDGET,28069.65,B.
QR SEGMENT,,Subtotal (B),LINE,ASHWIN_2082,BUDGET,28069.65,
SMARTBANKING SEGMENT,,Gross Revenue from SmartBanking,LINE,ASHWIN_2082,BUDGET,9453394.5,C
SMARTBANKING SEGMENT,,Subtotal (C),LINE,ASHWIN_2082,BUDGET,9453394.5,
SMARTPAY SEGMENT,,Gross Revenue from IBFT Project,LINE,ASHWIN_2082,BUDGET,0.0,D
SMARTPAY SEGMENT,,Subtotal (D),LINE,ASHWIN_2082,BUDGET,0.0,
OTHER INCOME,,Interest Income,LINE,ASHWIN_2082,BUDGET,438626.52599999995,E.
OTHER INCOME,,Revenue from DMS User Fee,LINE,ASHWIN_2082,BUDGET,20000.0,
OTHER INCOME,,PIN Change from POS/Cash Advance POS,LINE,ASHWIN_2082,BUDGET,250000.0,
OTHER INCOME,,API Suite,LINE,ASHWIN_2082,BUDGET,120000.0,
OTHER INCOME,,Merchant POS (VISA and UPI),LINE,ASHWIN_2082,BUDGET,61666.666666666664,
OTHER INCOME,,ACS Services,LINE,ASHWIN_2082,BUDGET,0.0,
OTHER INCOME,,SCT HUB - Real Time Processing (Powered by API),LINE,ASHWIN_2082,BUDGET,22000.0,
OTHER INCOME,,SCT HUB - ATM Monitoring,LINE,ASHWIN_2082,BUDGET,100000.0,
OTHER INCOME,,Cardless Withdrawal,LINE,ASHWIN_2082,BUDGET,0.0,
OTHER INCOME,,SMS Gateway Maintenance Charge,LINE,ASHWIN_2082,BUDGET,20000.0,
OTHER INCOME,,Other Income,LINE,ASHWIN_2082,BUDGET,50000.0,
OTHER INCOME,,Subtotal (D),LINE,ASHWIN_2082,BUDGET,1082293.1926666666,
CARD SEGMENT,I. SCT UPI CARD,Card Sales,LINE,ASHWIN_2082,ACTUAL,0.0,
CARD SEGMENT,I. SCT UPI CARD,Free Card Incentive (New Deal),LINE,ASHWIN_2082,ACTUAL,0.0,
CARD SEGMENT,I. SCT UPI CARD,One Time Joining Fee,LINE,ASHWIN_2082,ACTUAL,175000.0,
CARD SEGMENT,I. SCT UPI CARD,Card Personalization Fee,LINE,ASHWIN_2082,ACTUAL,103315.0,
CARD SEGMENT,I. SCT UPI CARD,Subscription Fee,LINE,ASHWIN_2082,ACTUAL,1339570.2563901218,
CARD SEGMENT,I. SCT UPI CARD,ATM Management Fee,LINE,ASHWIN_2082,ACTUAL,179166.66666666666,
CARD SEGMENT,I. SCT UPI CARD,Card renewal fee,LINE,ASHWIN_2082,ACTUAL,541260.7200000002,
CARD SEGMENT,I. SCT UPI CARD,Transaction Revenue (Issuing and Acquiring),LINE,ASHWIN_2082,ACTUAL,871519.265486726,
CARD SEGMENT,I. SCT UPI CARD,Incentive from UPI,LINE,ASHWIN_2082,ACTUAL,0.0,
CARD SEGMENT,I. SCT UPI CARD,Subtotal - UPI Card,LINE,ASHWIN_2082,ACTUAL,3209831.9085435146,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Global),LINE,ASHWIN_2082,ACTUAL,2083333.3333333333,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Prabhu),LINE,ASHWIN_2082,ACTUAL,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Commercial Bank 1),LINE,ASHWIN_2082,ACTUAL,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - IME PAY),LINE,ASHWIN_2082,ACTUAL,0.0,
CARD SEGMENT,II. VISA CARD,Subtotal - VISA Card,LINE,ASHWIN_2082,ACTUAL,2083333.3333333333,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Net Revenue from Pulse Acquiring,LINE,ASHWIN_2082,ACTUAL,364266.3105959744,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Net Revenue from Mastercard Acquiring,LINE,ASHWIN_2082,ACTUAL,459152.21238938055,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Visa Acquiring Fees (From SCT Network Membes) - Module Fee,LINE,ASHWIN_2082,ACTUAL,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Visa Acquiring Fees (From SCT Network Membes) - Transaction Fee,LINE,ASHWIN_2082,ACTUAL,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Subtotal - Other Scheme Acquiring,LINE,ASHWIN_2082,ACTUAL,823418.522985355,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Subtotal (A),LINE,ASHWIN_2082,ACTUAL,6116583.764862203,
QR SEGMENT,,Revenue from P2P Fund Transfer,LINE,ASHWIN_2082,ACTUAL,6811.39,B.
QR SEGMENT,,Subtotal (B),LINE,ASHWIN_2082,ACTUAL,6811.39,
SMARTBANKING SEGMENT,,Gross Revenue from SmartBanking,LINE,ASHWIN_2082,ACTUAL,8318745.0,C
SMARTBANKING SEGMENT,,Subtotal (C),LINE,ASHWIN_2082,ACTUAL,8318745.0,
SMARTPAY SEGMENT,,Gross Revenue from IBFT Project,LINE,ASHWIN_2082,ACTUAL,0.0,D
SMARTPAY SEGMENT,,Subtotal (D),LINE,ASHWIN_2082,ACTUAL,0.0,
OTHER INCOME,,Interest Income,LINE,ASHWIN_2082,ACTUAL,60222.47,E.
OTHER INCOME,,Revenue from DMS User Fee,LINE,ASHWIN_2082,ACTUAL,120000.0,
OTHER INCOME,,PIN Change from POS/Cash Advance POS,LINE,ASHWIN_2082,ACTUAL,0.0,
OTHER INCOME,,API Suite,LINE,ASHWIN_2082,ACTUAL,0.0,
OTHER INCOME,,Merchant POS (VISA and UPI),LINE,ASHWIN_2082,ACTUAL,-1000.0,
OTHER INCOME,,ACS Services,LINE,ASHWIN_2082,ACTUAL,0.0,
OTHER INCOME,,SCT HUB - Real Time Processing (Powered by API),LINE,ASHWIN_2082,ACTUAL,0.0,
OTHER INCOME,,SCT HUB - ATM Monitoring,LINE,ASHWIN_2082,ACTUAL,0.0,
OTHER INCOME,,Cardless Withdrawal,LINE,ASHWIN_2082,ACTUAL,0.0,
OTHER INCOME,,SMS Gateway Maintenance Charge,LINE,ASHWIN_2082,ACTUAL,0.0,
OTHER INCOME,,Other Income,LINE,ASHWIN_2082,ACTUAL,57275.659999999974,
OTHER INCOME,,Subtotal (D),LINE,ASHWIN_2082,ACTUAL,236498.12999999998,
CARD SEGMENT,I. SCT UPI CARD,Card Sales,LINE,ASHWIN_2082,VARIANCE,-241800.0,
CARD SEGMENT,I. SCT UPI CARD,Free Card Incentive (New Deal),LINE,ASHWIN_2082,VARIANCE,-460200.0,
CARD SEGMENT,I. SCT UPI CARD,One Time Joining Fee,LINE,ASHWIN_2082,VARIANCE,175000.0,
CARD SEGMENT,I. SCT UPI CARD,Card Personalization Fee,LINE,ASHWIN_2082,VARIANCE,-71685.0,
CARD SEGMENT,I. SCT UPI CARD,Subscription Fee,LINE,ASHWIN_2082,VARIANCE,506236.9230567884,
CARD SEGMENT,I. SCT UPI CARD,ATM Management Fee,LINE,ASHWIN_2082,VARIANCE,-28484.484333333327,
CARD SEGMENT,I. SCT UPI CARD,Card renewal fee,LINE,ASHWIN_2082,VARIANCE,-292072.61333333317,
CARD SEGMENT,I. SCT UPI CARD,Transaction Revenue (Issuing and Acquiring),LINE,ASHWIN_2082,VARIANCE,286473.5436239649,
CARD SEGMENT,I. SCT UPI CARD,Incentive from UPI,LINE,ASHWIN_2082,VARIANCE,-219200.0,
CARD SEGMENT,I. SCT UPI CARD,Subtotal - UPI Card,LINE,ASHWIN_2082,VARIANCE,-345731.6309859132,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Global),LINE,ASHWIN_2082,VARIANCE,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Prabhu),LINE,ASHWIN_2082,VARIANCE,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Commercial Bank 1),LINE,ASHWIN_2082,VARIANCE,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - IME PAY),LINE,ASHWIN_2082,VARIANCE,0.0,
CARD SEGMENT,II. VISA CARD,Subtotal - VISA Card,LINE,ASHWIN_2082,VARIANCE,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Net Revenue from Pulse Acquiring,LINE,ASHWIN_2082,VARIANCE,149830.21195290654,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Net Revenue from Mastercard Acquiring,LINE,ASHWIN_2082,VARIANCE,434655.64942477876,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Visa Acquiring Fees (From SCT Network Membes) - Module Fee,LINE,ASHWIN_2082,VARIANCE,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Visa Acquiring Fees (From SCT Network Membes) - Transaction Fee,LINE,ASHWIN_2082,VARIANCE,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Subtotal - Other Scheme Acquiring,LINE,ASHWIN_2082,VARIANCE,584485.8613776853,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Subtotal (A),LINE,ASHWIN_2082,VARIANCE,238754.23039177211,
QR SEGMENT,,Revenue from P2P Fund Transfer,LINE,ASHWIN_2082,VARIANCE,-21258.260000000002,B.
QR SEGMENT,,Subtotal (B),LINE,ASHWIN_2082,VARIANCE,-21258.260000000002,
SMARTBANKING SEGMENT,,Gross Revenue from SmartBanking,LINE,ASHWIN_2082,VARIANCE,-1134649.5,C
SMARTBANKING SEGMENT,,Subtotal (C),LINE,ASHWIN_2082,VARIANCE,-1134649.5,
SMARTPAY SEGMENT,,Gross Revenue from IBFT Project,LINE,ASHWIN_2082,VARIANCE,0.0,D
SMARTPAY SEGMENT,,Subtotal (D),LINE,ASHWIN_2082,VARIANCE,0.0,
OTHER INCOME,,Interest Income,LINE,ASHWIN_2082,VARIANCE,-378404.056,E.
OTHER INCOME,,Revenue from DMS User Fee,LINE,ASHWIN_2082,VARIANCE,100000.0,
OTHER INCOME,,PIN Change from POS/Cash Advance POS,LINE,ASHWIN_2082,VARIANCE,-250000.0,
OTHER INCOME,,API Suite,LINE,ASHWIN_2082,VARIANCE,-120000.0,
OTHER INCOME,,Merchant POS (VISA and UPI),LINE,ASHWIN_2082,VARIANCE,-62666.666666666664,
OTHER INCOME,,ACS Services,LINE,ASHWIN_2082,VARIANCE,0.0,
OTHER INCOME,,SCT HUB - Real Time Processing (Powered by API),LINE,ASHWIN_2082,VARIANCE,-22000.0,
OTHER INCOME,,SCT HUB - ATM Monitoring,LINE,ASHWIN_2082,VARIANCE,-100000.0,
OTHER INCOME,,Cardless Withdrawal,LINE,ASHWIN_2082,VARIANCE,0.0,
OTHER INCOME,,SMS Gateway Maintenance Charge,LINE,ASHWIN_2082,VARIANCE,-20000.0,
OTHER INCOME,,Other Income,LINE,ASHWIN_2082,VARIANCE,7275.659999999974,
OTHER INCOME,,Subtotal (D),LINE,ASHWIN_2082,VARIANCE,-845795.0626666667,
CARD SEGMENT,I. SCT UPI CARD,Card Sales,LINE,ASHWIN_2082,PCT_OF_ACHIEVEMENT,0.0,
CARD SEGMENT,I. SCT UPI CARD,Free Card Incentive (New Deal),LINE,ASHWIN_2082,PCT_OF_ACHIEVEMENT,0.0,
CARD SEGMENT,I. SCT UPI CARD,One Time Joining Fee,LINE,ASHWIN_2082,PCT_OF_ACHIEVEMENT,0.0,
CARD SEGMENT,I. SCT UPI CARD,Card Personalization Fee,LINE,ASHWIN_2082,PCT_OF_ACHIEVEMENT,0.5903714285714285,
CARD SEGMENT,I. SCT UPI CARD,Subscription Fee,LINE,ASHWIN_2082,PCT_OF_ACHIEVEMENT,1.607484307668146,
CARD SEGMENT,I. SCT UPI CARD,ATM Management Fee,LINE,ASHWIN_2082,PCT_OF_ACHIEVEMENT,0.8628253000469362,
CARD SEGMENT,I. SCT UPI CARD,Card renewal fee,LINE,ASHWIN_2082,PCT_OF_ACHIEVEMENT,0.6495128640000002,
CARD SEGMENT,I. SCT UPI CARD,Transaction Revenue (Issuing and Acquiring),LINE,ASHWIN_2082,PCT_OF_ACHIEVEMENT,1.4896600947902758,
CARD SEGMENT,I. SCT UPI CARD,Incentive from UPI,LINE,ASHWIN_2082,PCT_OF_ACHIEVEMENT,0.0,
CARD SEGMENT,I. SCT UPI CARD,Subtotal - UPI Card,LINE,ASHWIN_2082,PCT_OF_ACHIEVEMENT,0.9027631971297382,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Global),LINE,ASHWIN_2082,PCT_OF_ACHIEVEMENT,1.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Prabhu),LINE,ASHWIN_2082,PCT_OF_ACHIEVEMENT,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Commercial Bank 1),LINE,ASHWIN_2082,PCT_OF_ACHIEVEMENT,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - IME PAY),LINE,ASHWIN_2082,PCT_OF_ACHIEVEMENT,0.0,
CARD SEGMENT,II. VISA CARD,Subtotal - VISA Card,LINE,ASHWIN_2082,PCT_OF_ACHIEVEMENT,1.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Net Revenue from Pulse Acquiring,LINE,ASHWIN_2082,PCT_OF_ACHIEVEMENT,1.69871730040333,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Net Revenue from Mastercard Acquiring,LINE,ASHWIN_2082,PCT_OF_ACHIEVEMENT,18.743536105569934,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Visa Acquiring Fees (From SCT Network Membes) - Module Fee,LINE,ASHWIN_2082,PCT_OF_ACHIEVEMENT,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Visa Acquiring Fees (From SCT Network Membes) - Transaction Fee,LINE,ASHWIN_2082,PCT_OF_ACHIEVEMENT,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Subtotal - Other Scheme Acquiring,LINE,ASHWIN_2082,PCT_OF_ACHIEVEMENT,3.4462367658106885,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Subtotal (A),LINE,ASHWIN_2082,PCT_OF_ACHIEVEMENT,1.0406194546799294,
QR SEGMENT,,Revenue from P2P Fund Transfer,LINE,ASHWIN_2082,PCT_OF_ACHIEVEMENT,0.24266031104769742,B.
QR SEGMENT,,Subtotal (B),LINE,ASHWIN_2082,PCT_OF_ACHIEVEMENT,0.24266031104769742,
